   1.5000000e-02  -1.0383380e-02   7.3324270e-03  -7.4998900e-01   7.5001590e-01   2.4999390e-01  -7.8833290e-01   1.7618940e-05
   3.0000000e-02  -1.8741960e-02   6.3806420e-03  -7.4981070e-01   7.5001770e-01   2.5007990e-01  -7.8854980e-01   2.4647380e-06
   4.5000000e-02  -2.7044170e-02   5.7094250e-03  -7.4950200e-01   7.5002390e-01   2.5025930e-01  -7.8898280e-01   6.3640460e-05
   6.0000000e-02  -3.5734170e-02   5.7693450e-03  -7.4921440e-01   7.4985840e-01   2.5054210e-01  -7.8964500e-01   1.7799200e-04
   7.5000000e-02  -4.3399830e-02   5.3202560e-03  -7.4874410e-01   7.4982430e-01   2.5086660e-01  -7.9020120e-01   5.5788120e-05
   9.0000000e-02  -5.2637770e-02   5.5617330e-03  -7.4812120e-01   7.4969600e-01   2.5135520e-01  -7.9112470e-01   1.4276350e-04
   1.0500000e-01  -6.1924530e-02   7.9582560e-03  -7.4730110e-01   7.4959090e-01   2.5194550e-01  -7.9200780e-01   1.3308400e-05
   1.2000000e-01  -7.0615200e-02   9.5543330e-03  -7.4618330e-01   7.4970870e-01   2.5258470e-01  -7.9321410e-01   4.1245130e-05
   1.3500000e-01  -7.9295360e-02   1.1004990e-02  -7.4508770e-01   7.4967670e-01   2.5330300e-01  -7.9457140e-01   1.2535670e-04
   1.5000000e-01  -8.8898240e-02   1.4818480e-02  -7.4443630e-01   7.4888270e-01   2.5420400e-01  -7.9601680e-01   8.1356430e-05
   1.6500000e-01  -9.6284730e-02   1.5397940e-02  -7.4322790e-01   7.4890800e-01   2.5495700e-01  -7.9777280e-01   2.3161240e-04
   1.8000000e-01  -1.0636810e-01   1.9010950e-02  -7.4173600e-01   7.4855360e-01   2.5611280e-01  -7.9938040e-01   2.0258310e-05
   1.9500000e-01  -1.0636810e-01   1.9010950e-02  -7.4173600e-01   7.4855360e-01   2.5611280e-01  -8.0158670e-01   4.2556850e-04
   2.1000000e-01  -1.2416610e-01   2.4165140e-02  -7.3922250e-01   7.4737860e-01   2.5842860e-01  -8.0383470e-01   4.5741450e-04
   2.2500000e-01  -1.3327030e-01   2.8619400e-02  -7.3738280e-01   7.4700060e-01   2.5980470e-01  -8.0572800e-01   1.4033940e-05
   2.4000000e-01  -1.4334510e-01   3.7200680e-02  -7.3543790e-01   7.4606290e-01   2.6157750e-01  -8.0821300e-01   2.4130590e-05
   2.5500000e-01  -1.5323000e-01   4.5566260e-02  -7.3321530e-01   7.4514260e-01   2.6352900e-01  -8.1086310e-01   3.5380650e-05
   2.7000000e-01  -1.6220850e-01   5.0716160e-02  -7.3144600e-01   7.4402080e-01   2.6531710e-01  -8.1385910e-01   2.1795810e-04
   2.8500000e-01  -1.7214280e-01   6.0334980e-02  -7.2865790e-01   7.4293560e-01   2.6777330e-01  -8.1672200e-01   8.2967170e-05
   3.0000000e-01  -1.8204140e-01   7.0142760e-02  -7.2600330e-01   7.4133340e-01   2.7050040e-01  -8.1987230e-01   2.4030390e-05
   3.1500000e-01  -1.9026660e-01   7.4092610e-02  -7.2374920e-01   7.4035750e-01   2.7251370e-01  -8.2325090e-01   3.8752990e-05
   3.3000000e-01  -2.0081270e-01   8.7170310e-02  -7.2080870e-01   7.3762320e-01   2.7628880e-01  -8.2684680e-01   3.0939460e-05
   3.4500000e-01  -2.0956800e-01   9.4714690e-02  -7.1779920e-01   7.3606760e-01   2.7929530e-01  -8.3064870e-01   4.2598180e-05
   3.6000000e-01  -2.1879700e-01   1.0391840e-01  -7.1470050e-01   7.3377940e-01   2.8291740e-01  -8.3469510e-01   1.8692950e-04
   3.7500000e-01  -2.2778360e-01   1.1373860e-01  -7.1134710e-01   7.3128750e-01   2.8695070e-01  -8.3880330e-01   2.7050250e-05
   3.9000000e-01  -2.3694800e-01   1.2557710e-01  -7.0769980e-01   7.2803450e-01   2.9187040e-01  -8.4319320e-01   4.0439300e-05
   4.0500000e-01  -2.4596020e-01   1.3867930e-01  -7.0396150e-01   7.2395320e-01   2.9765050e-01  -8.4778700e-01   4.2604500e-05
   4.2000000e-01  -2.5416370e-01   1.4851680e-01  -7.0010310e-01   7.2072600e-01   3.0292590e-01  -8.5267610e-01   5.0793780e-05
   4.3500000e-01  -2.6223490e-01   1.5903330e-01  -6.9633610e-01   7.1670140e-01   3.0891000e-01  -8.5775100e-01   4.4553650e-05
   4.5000000e-01  -2.6919100e-01   1.6310290e-01  -6.9336530e-01   7.1449130e-01   3.1261000e-01  -8.6306360e-01   5.0643030e-05
   4.6500000e-01  -2.7688500e-01   1.7278320e-01  -6.8960140e-01   7.1008360e-01   3.1902320e-01  -8.6862990e-01   5.6789170e-05
   4.8000000e-01  -2.8393750e-01   1.8097740e-01  -6.8609920e-01   7.0586050e-01   3.2517300e-01  -8.7446680e-01   7.3013060e-05
   4.9500000e-01  -2.9029830e-01   1.8657260e-01  -6.8242430e-01   7.0298230e-01   3.3035040e-01  -8.8053410e-01   6.4055690e-05
   5.1000000e-01  -2.9632050e-01   1.8873350e-01  -6.7993790e-01   7.0068410e-01   3.3379550e-01  -8.8686820e-01   8.3112130e-05
   5.2500000e-01  -3.0265890e-01   1.9459250e-01  -6.7636950e-01   6.9711190e-01   3.3945790e-01  -8.9349070e-01   1.0809970e-04
   5.4000000e-01  -3.0849680e-01   2.0077410e-01  -6.7291130e-01   6.9318580e-01   3.4549320e-01  -9.0048140e-01   9.2027110e-05
   5.5500000e-01  -3.1355390e-01   2.0646100e-01  -6.6994350e-01   6.8928070e-01   3.5115490e-01  -9.0775500e-01   1.1499670e-04
   5.7000000e-01  -3.1945660e-01   2.1193100e-01  -6.6637340e-01   6.8519350e-01   3.5735980e-01  -9.1539310e-01   1.1276320e-04
   5.8500000e-01  -3.2447340e-01   2.1516140e-01  -6.6323400e-01   6.8250730e-01   3.6189190e-01  -9.2333170e-01   1.3283150e-04
